Prefix,Status,Children,VRF,Utilization,Tenant,Site,VLAN,Role,Description,Tags,Prefix (Flat),Depth,Pool,Marked Utilized
"•
        
    

172.30.0.0/23",Active,0,Global,0%,,,noc-m-core-o (31),NOC,,Private,172.30.0.0/23,1,False,False
"•
        
    

172.30.2.0/23",Active,0,Global,13%,,,noc-m-edge-o (33),NOC,,Private,172.30.2.0/23,1,False,False
"•
        
    

172.30.8.0/22",Active,0,Global,0%,,,noc-m-serv-o (35),NOC,,Private,172.30.8.0/22,1,False,False
"•
        
    

172.30.16.0/23",Active,0,Global,0%,,,noc-m-ext-o (37),NOC,,Private,172.30.16.0/23,1,False,False
"•
        
    

172.30.30.0/23",Active,0,Global,0%,,,noc-m-etc-o (39),NOC,,Private,172.30.30.0/23,1,False,False
"•
        
    

172.30.32.0/23",Active,0,Global,0%,,,noc-m-core-s (32),NOC,,Private,172.30.32.0/23,1,False,False
"•
        
    

172.30.34.0/23",Active,0,Global,5%,,,noc-m-edge-s (34),NOC,,Private,172.30.34.0/23,1,False,False
"•
        
    

172.30.40.0/22",Active,0,Global,0%,,,noc-m-serv-s (36),NOC,,Private,172.30.40.0/22,1,False,False
"•
        
    

172.30.48.0/23",Active,0,Global,0%,,,noc-m-ext-s (38),NOC,,Private,172.30.48.0/23,1,False,False
"•
        
    

172.30.62.0/23",Active,0,Global,0%,,,noc-m-etc-s (40),NOC,,Private,172.30.62.0/23,1,False,False
"•
        
    

172.30.128.0/21",Active,0,Global,0%,,,noc-m-wlan-o1 (360),NOC,Tn4-w AP PoESW 管理セグメントNAT内側 (大岡山1),Private,172.30.128.0/21,1,False,False
"•
        
    

172.30.136.0/21",Active,0,Global,0%,,,noc-m-wlan-o2 (361),NOC,Tn4-w AP PoESW 管理セグメントNAT内側 (大岡山2),Private,172.30.136.0/21,1,False,False
"•
        
    

172.30.160.0/21",Active,0,Global,0%,,,noc-m-wlan-s1 (362),NOC,Tn4-w AP PoESW 管理セグメントNAT内側 (すずかけ台),Private,172.30.160.0/21,1,False,False
"•
        
    

172.30.224.0/24",Active,0,Global,0%,,,noc-m-share-cert1 (371),NOC,CheckPoint (Maestro) 管理用,Private,172.30.224.0/24,1,False,False
"•
        
    

172.30.225.0/24",Active,0,Global,0%,,,noc-m-share-cert2 (374),NOC,BMF (Big Switch) 管理用,Private,172.30.225.0/24,1,False,False
"•
        
    

172.30.255.0/24",Active,0,Global,0%,,,noc-m-inter-core (49),NOC,,Private,172.30.255.0/24,1,False,False
203.181.194.128/27,Active,0,Global,0%,,,peering-apanjp4 (15),PEER,Peering segment to APAN (IPv4),,203.181.194.128/27,0,False,False
2001:200:e000:16::/64,Active,0,Global,0%,,,peering-apanjp6 (16),PEER,Peering segment to APAN (IPv6),,2001:200:e000:16::/64,0,False,False
2001:2f8:ff00:dc::/64,Active,0,Global,0%,,,peering-sinet-o (4),PEER,Peering segment to SINET,,2001:2f8:ff00:dc::/64,0,False,False
2001:2f8:ff00:dd::/64,Active,0,Global,0%,,,peering-sinet-via-wide (2104),PEER,,,2001:2f8:ff00:dd::/64,0,False,False
2403:4440::/32,Active,1,Global,0%,,,,NOC,,,2403:4440::/32,0,False,False
"•
        
    

2403:4440::/48",Active,0,Global,0%,,,,NOC,,,2403:4440::/48,1,False,False
